,accuracy,auroc_macro,auprc_macro,f1_macro,precision_macro,recall_macro,auroc_micro,auprc_micro,f1_micro,precision_micro,recall_micro,embedding_level
3,0.5833333333333334,0.6956898418886723,0.5489190681905233,0.5883143153932067,0.6027682227682227,0.582716049382716,0.720734126984127,0.5680349180672996,0.5833333333333334,0.5833333333333334,0.5833333333333334,sentence_text
4,0.5595238095238095,0.7059562486463071,0.5645359436914686,0.563474558098214,0.5661265432098767,0.5617283950617284,0.723001700680272,0.5771241405922015,0.5595238095238095,0.5595238095238095,0.5595238095238095,sentence_text
5,0.5476190476190477,0.7249945852285035,0.5841591374378402,0.5486308484288144,0.547069597069597,0.5518518518518519,0.7421343537414966,0.5984585514515264,0.5476190476190477,0.5476190476190477,0.5476190476190477,sentence_text
6,0.5357142857142857,0.753487112843838,0.6107746113677575,0.5391846905971199,0.5378428510612419,0.5407407407407407,0.7642431972789115,0.6251811405529685,0.5357142857142857,0.5357142857142857,0.5357142857142857,sentence_text
7,0.5952380952380952,0.79011262724713,0.6662828663026452,0.6002260637790074,0.6019360965597524,0.5987654320987654,0.8011621315192744,0.6721635296506994,0.5952380952380952,0.5952380952380952,0.5952380952380952,sentence_text
8,0.6309523809523809,0.80906432748538,0.6931800205851454,0.6345370476518019,0.6353763440860215,0.6345679012345679,0.8190192743764172,0.7069180062759951,0.6309523809523809,0.6309523809523809,0.6309523809523809,sentence_text
9,0.6666666666666666,0.8528698288932207,0.7527150144410379,0.671932578005369,0.6737738565695555,0.6703703703703704,0.8634495464852607,0.7697057517931959,0.6666666666666666,0.6666666666666666,0.6666666666666666,sentence_text
10,0.7738095238095238,0.8839722763699371,0.8032507494858581,0.7723043240284619,0.7731738969225065,0.780246913580247,0.8938492063492063,0.8170181362338835,0.7738095238095238,0.7738095238095238,0.7738095238095238,sentence_text
11,0.7738095238095238,0.911143599740091,0.8468175102909822,0.7734587251828632,0.7730261136712748,0.780246913580247,0.9165958049886621,0.8567886216025054,0.7738095238095238,0.7738095238095238,0.7738095238095238,sentence_text
12,0.8095238095238095,0.9258717782109596,0.8759377093047126,0.8106032962354801,0.8089612601106854,0.8135802469135802,0.9343820861678005,0.8835587219300501,0.8095238095238095,0.8095238095238095,0.8095238095238095,sentence_text
13,0.8571428571428571,0.9438488195798138,0.8957482721158905,0.8574013257921305,0.8557592896673357,0.8604938271604938,0.9514597505668935,0.9157299506706446,0.8571428571428571,0.8571428571428571,0.8571428571428571,sentence_text
14,0.8690476190476191,0.9478016027723631,0.897029869489265,0.8693445718549654,0.8682581786030061,0.8716049382716049,0.9538690476190476,0.9158234439939967,0.8690476190476191,0.8690476190476191,0.8690476190476191,sentence_text
15,0.8571428571428571,0.9479423868312757,0.8981931775423423,0.8569659442724458,0.8583333333333334,0.8592592592592593,0.9563492063492063,0.915853821449617,0.8571428571428571,0.8571428571428571,0.8571428571428571,sentence_text
16,0.8809523809523809,0.9504873294346977,0.9020086986008492,0.8812576312576312,0.881455938697318,0.8827160493827161,0.9580498866213152,0.9186681036682879,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
17,0.8928571428571429,0.9519601472817847,0.9020442918305861,0.8931632762394575,0.8954702756148807,0.8938271604938272,0.9604591836734695,0.9203803884984718,0.8928571428571429,0.8928571428571429,0.8928571428571429,sentence_text
18,0.8809523809523809,0.9538553173056096,0.9051648789881307,0.8813524236674142,0.8839285714285715,0.8814814814814814,0.9615221088435373,0.9236949060970985,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
19,0.8690476190476191,0.950909681611436,0.898240913229856,0.8690716690716691,0.8739099065186021,0.8691358024691359,0.9578373015873016,0.9133291914147443,0.8690476190476191,0.8690476190476191,0.8690476190476191,sentence_text
20,0.8690476190476191,0.956746805284817,0.9098788688506524,0.8690716690716691,0.8739099065186021,0.8691358024691359,0.961734693877551,0.9219753516130531,0.8690476190476191,0.8690476190476191,0.8690476190476191,sentence_text
21,0.8809523809523809,0.9508880225254494,0.8999797226325302,0.8813524236674142,0.8839285714285715,0.8814814814814814,0.9576247165532881,0.912139073634453,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
22,0.8809523809523809,0.9538228286766298,0.9030751748797924,0.8813524236674142,0.8839285714285715,0.8814814814814814,0.9601757369614513,0.9164660692974858,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
23,0.8690476190476191,0.9516894087069526,0.9040222396939388,0.8700641062222984,0.8688955786656937,0.8716049382716049,0.9573412698412698,0.9142640718799443,0.8690476190476191,0.8690476190476191,0.8690476190476191,sentence_text
24,0.8809523809523809,0.9499999999999998,0.9033080361179017,0.8817800647989328,0.8812576312576312,0.8827160493827161,0.9563492063492064,0.9125202456137635,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
25,0.8928571428571429,0.9552414988087502,0.9158094059006929,0.893222623235415,0.8925729442970822,0.8950617283950617,0.9598922902494331,0.9238850450418525,0.8928571428571429,0.8928571428571429,0.8928571428571429,sentence_text
26,0.8928571428571429,0.954169374052415,0.9132736587840492,0.893222623235415,0.8925729442970822,0.8950617283950617,0.9592545351473923,0.9230214870109855,0.8928571428571429,0.8928571428571429,0.8928571428571429,sentence_text
27,0.8809523809523809,0.9565085553389646,0.9150189866714742,0.8812576312576312,0.881455938697318,0.8827160493827161,0.9600340136054422,0.9198774133467253,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
28,0.8928571428571429,0.9611219406541044,0.9245732209829921,0.893222623235415,0.8925729442970822,0.8950617283950617,0.9628684807256236,0.9285746854612316,0.8928571428571429,0.8928571428571429,0.8928571428571429,sentence_text
29,0.9047619047619048,0.9615659519168291,0.9281718137525878,0.9051892551892552,0.9059003831417624,0.9061728395061728,0.964781746031746,0.9329932612490484,0.9047619047619048,0.9047619047619048,0.9047619047619048,sentence_text
30,0.8809523809523809,0.968280268572666,0.9413138817511287,0.8812412576780394,0.8800097305844433,0.8839506172839506,0.9686791383219955,0.9429886981645698,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
31,0.8809523809523809,0.967630495993069,0.9400000398820018,0.8812412576780394,0.8800097305844433,0.8839506172839506,0.968608276643991,0.9429732040513983,0.8809523809523809,0.8809523809523809,0.8809523809523809,sentence_text
32,0.9047619047619048,0.9682802685726662,0.9402555038350626,0.9054697922622452,0.9051892551892552,0.9061728395061728,0.9700255102040816,0.9446295307424926,0.9047619047619048,0.9047619047619048,0.9047619047619048,sentence_text
